date,fund_name,amc,category,expense_ratio,nav,monthly_return
2023-05-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,42.8066,-0.010686
2023-06-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,45.1376,0.054453
2023-07-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,44.7436,-0.00873
2023-08-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,46.3275,0.0354
2023-09-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,45.4541,-0.018853
2023-10-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,45.6246,0.003752
2023-11-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,44.3251,-0.028481
2023-12-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,43.7645,-0.012647
2024-01-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,45.1758,0.032246
2024-02-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,43.3615,-0.04016
2024-03-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,44.1713,0.018675
2024-04-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,44.3405,0.00383
2024-05-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,44.0429,-0.006711
2024-06-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,42.4862,-0.035345
2024-07-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,42.9571,0.011082
2024-08-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,42.5841,-0.008683
2024-09-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,42.804,0.005163
2024-10-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,44.4609,0.038711
2024-11-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,46.7769,0.05209
2024-12-01,Axis Bluechip Fund,Axis Mutual Fund,Large Cap,1.68,47.11,0.00712
2015-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,36.0,0.024231
2015-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,36.0136,0.000378
2015-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,37.5001,0.041275
2015-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,38.8133,0.035019
2015-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,36.7032,-0.054367
2015-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,34.2935,-0.065653
2015-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,34.8131,0.015154
2015-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,34.7418,-0.002049
2015-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,34.4649,-0.007971
2015-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,33.1907,-0.036969
2015-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,34.8842,0.051021
2015-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,36.1113,0.035178
2016-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,36.3688,0.007132
2016-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,38.4707,0.057793
2016-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,39.6682,0.031128
2016-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,39.2889,-0.009562
2016-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,39.9697,0.017328
2016-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,39.1453,-0.020625
2016-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,41.7675,0.066985
2016-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,42.3796,0.014655
2016-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,42.4289,0.001164
2016-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,42.3078,-0.002855
2016-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,44.9375,0.062156
2016-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,46.2522,0.029257
2017-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,45.9851,-0.005775
2017-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,46.0959,0.002408
2017-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,47.9848,0.040978
2017-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,49.4069,0.029637
2017-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,50.4972,0.022068
2017-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,52.6189,0.042016
2017-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,55.8651,0.061693
2017-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,55.7778,-0.001563
2017-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,55.6318,-0.002617
2017-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,53.8504,-0.032021
2017-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,55.9071,0.038192
2017-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,58.5438,0.047162
2018-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,58.4611,-0.001411
2018-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,57.1289,-0.022788
2018-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,57.3458,0.003796
2018-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,59.6778,0.040666
2018-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,60.4014,0.012125
2018-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,62.5499,0.03557
2018-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,61.8745,-0.010799
2018-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,62.696,0.013277
2018-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,63.5491,0.013608
2018-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,64.0469,0.007833
2018-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.0385,0.04671
2018-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.8752,0.01248
2019-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,70.0296,0.031741
2019-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,70.1297,0.001429
2019-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,72.8899,0.039359
2019-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,73.2162,0.004476
2019-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,70.0324,-0.043485
2019-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.4719,-0.036562
2019-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.3198,-0.002254
2019-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,65.6933,-0.024161
2019-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.1166,0.006443
2019-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,69.7377,0.054768
2019-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,70.002,0.003791
2019-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,74.5024,0.064289
2020-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,70.27,-0.056809
2020-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.5795,-0.052519
2020-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,51.9067,-0.22038
2020-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,59.4639,0.145592
2020-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,63.7188,0.071554
2020-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,68.4409,0.074109
2020-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,68.6865,0.003589
2020-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,69.3636,0.009857
2020-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,71.4899,0.030654
2020-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,72.0134,0.007323
2020-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,68.4065,-0.050087
2020-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.1485,-0.01839
2021-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.1571,-0.014764
2021-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,68.3405,0.033003
2021-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,69.7467,0.020576
2021-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,71.7727,0.029047
2021-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,71.9841,0.002946
2021-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,73.4989,0.021043
2021-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,75.5432,0.027815
2021-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,75.035,-0.006728
2021-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,78.0566,0.040269
2021-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,76.6459,-0.018072
2021-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,77.1068,0.006013
2021-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,76.3351,-0.010009
2022-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,73.446,-0.037847
2022-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,70.5424,-0.039534
2022-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,68.1216,-0.034317
2022-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,69.1174,0.014619
2022-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,71.0732,0.028297
2022-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,76.1081,0.070841
2022-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,78.001,0.024871
2022-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,78.8072,0.010336
2022-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,78.0838,-0.00918
2022-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,77.3955,-0.008815
2022-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,75.2824,-0.027302
2022-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,72.0336,-0.043155
2023-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,68.9397,-0.042951
2023-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.0066,-0.028041
2023-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.9309,0.013794
2023-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.3092,-0.023873
2023-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,64.0004,-0.034819
2023-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.8584,0.060281
2023-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.4317,-0.021024
2023-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.3485,0.0138
2023-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.9413,-0.006046
2023-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.7423,0.011965
2023-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,65.1975,-0.037565
2023-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.0629,0.013273
2024-01-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,69.1234,0.046327
2024-02-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,65.6397,-0.050399
2024-03-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.2822,0.025023
2024-04-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.8191,0.007981
2024-05-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.8271,-0.014627
2024-06-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.0095,-0.012236
2024-07-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,66.8406,0.012591
2024-08-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,65.7866,-0.015769
2024-09-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,67.4818,0.025769
2024-10-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,71.2193,0.055386
2024-11-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,74.7894,0.050128
2024-12-01,Mirae Asset Emerging Bluechip Fund,Mirae Asset MF,Large & Mid,0.53,74.6768,-0.001506
2015-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,70.0,0.049239
2015-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,68.6383,-0.019453
2015-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,70.2372,0.023295
2015-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,73.4274,0.045419
2015-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,70.6069,-0.038412
2015-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,68.3058,-0.032589
2015-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,69.3886,0.015851
2015-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,69.6607,0.003922
2015-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,69.2851,-0.005392
2015-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,68.4041,-0.012716
2015-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,70.0791,0.024487
2015-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,73.2389,0.04509
2016-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,75.7832,0.03474
2016-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,79.5854,0.050172
2016-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,82.5236,0.036919
2016-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,80.0117,-0.030439
2016-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,82.4315,0.030243
2016-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,79.1856,-0.039377
2016-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,79.612,0.005385
2016-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,80.5022,0.011182
2016-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,81.5873,0.013479
2016-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,80.014,-0.019284
2016-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,83.6273,0.045159
2016-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,83.9109,0.003391
2017-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,84.0846,0.00207
2017-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,85.7927,0.020313
2017-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,89.5795,0.04414
2017-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,92.6098,0.033828
2017-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,93.8877,0.013799
2017-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,95.522,0.017406
2017-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,100.4807,0.051912
2017-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,99.8169,-0.006607
2017-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,99.3282,-0.004895
2017-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,100.0229,0.006994
2017-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,98.9388,-0.010838
2017-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,103.5904,0.047015
2018-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,102.0588,-0.014785
2018-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,99.8001,-0.022131
2018-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,96.7439,-0.030623
2018-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,103.4063,0.068867
2018-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,109.4383,0.058333
2018-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,113.1249,0.033686
2018-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,111.7716,-0.011963
2018-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,110.0245,-0.015631
2018-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,111.7153,0.015367
2018-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,113.108,0.012467
2018-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,119.1449,0.053373
2018-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,120.0962,0.007985
2019-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,122.3969,0.019157
2019-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,126.0974,0.030233
2019-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,127.5123,0.011221
2019-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,132.2667,0.037286
2019-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,127.7933,-0.033821
2019-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,131.4135,0.028329
2019-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,130.6494,-0.005814
2019-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,129.5489,-0.008424
2019-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,131.4597,0.01475
2019-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,142.5027,0.084003
2019-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,137.5563,-0.034711
2019-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,144.2626,0.048753
2020-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,139.9791,-0.029693
2020-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,126.7827,-0.094274
2020-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,97.495,-0.231007
2020-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,107.0333,0.097834
2020-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,116.0786,0.084509
2020-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,124.4581,0.072188
2020-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,125.1948,0.005919
2020-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,124.9085,-0.002287
2020-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,130.0507,0.041168
2020-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,132.3659,0.017802
2020-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,126.4058,-0.045028
2020-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,120.4953,-0.046758
2021-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,114.6982,-0.048111
2021-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,118.2138,0.030651
2021-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,123.9734,0.048722
2021-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,129.7039,0.046223
2021-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,129.3959,-0.002374
2021-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,127.5722,-0.014094
2021-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,133.9313,0.049847
2021-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,136.7563,0.021093
2021-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,139.3699,0.019111
2021-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,135.1119,-0.030551
2021-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,131.6525,-0.025604
2021-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,128.0954,-0.027019
2022-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,124.3923,-0.028909
2022-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,119.7803,-0.037076
2022-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,113.0096,-0.056526
2022-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,116.9528,0.034893
2022-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,120.2327,0.028044
2022-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,127.3554,0.059241
2022-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,131.1863,0.03008
2022-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,131.9323,0.005687
2022-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,135.6733,0.028355
2022-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,137.9716,0.01694
2022-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,132.5573,-0.039242
2022-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,130.0498,-0.018916
2023-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,123.6264,-0.049392
2023-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,124.7337,0.008957
2023-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,126.132,0.01121
2023-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,124.778,-0.010735
2023-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,127.1861,0.019299
2023-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,135.0402,0.061753
2023-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,135.9087,0.006431
2023-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,140.2751,0.032127
2023-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,136.0012,-0.030468
2023-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,136.9084,0.006671
2023-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,133.0072,-0.028495
2023-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,132.614,-0.002957
2024-01-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,138.7352,0.046159
2024-02-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,132.8009,-0.042774
2024-03-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,136.6982,0.029346
2024-04-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,137.0659,0.00269
2024-05-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,135.3154,-0.012771
2024-06-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,128.1816,-0.05272
2024-07-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,130.4851,0.017971
2024-08-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,130.724,0.001831
2024-09-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,134.2227,0.026764
2024-10-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,141.7907,0.056384
2024-11-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,151.8386,0.070865
2024-12-01,Nippon India Growth Fund,Nippon India MF,Mid Cap,0.8,150.6905,-0.007562
2015-01-01,Kotak Standard Multicap Fund,Kotak Mahindra MF,Flexi Cap,1.62,32.0,0.029229
2015-02-01,Kotak Standard Multicap Fund,Kotak Mahindra MF,Flexi Cap,1.62,30.9757,-0.03201
2015-03-01,Kotak Standard Multicap Fund,Kotak Mahindra MF,Flexi Cap,1.62,31.9137,0.030281
